# LongMsgKAT_0.txt
# Algorithm Name: Keccak
# Principal Submitter: The Keccak Team (Guido Bertoni, Joan Daemen, Michaël Peeters and Gilles Van Assche)

Squeezed = D0404A483D9B9CE14EF07F5A0F1840183C5410D23CC2A8A9181D088EB6E67B57A935310C9C15632B4F0DE8A62015499BEF4B332C9E3DB23C76D6552FE3F25D458A089BBCF6404F50C9EE39CF39E551DB642D50CBCF3A59AC099EE1B5594E23FB0587C563BA038CD16F59D34D658816F97DE979377AAF45FFF7FDB6C5002AD9CBD0E2CFD2E1532695266562F7DFA913DE4CFF140EF7EA493168D9753CC76587CEFB41B027B2A51F4FA6777588FF157E857F296EBF304247E9ED24DF21E8C56DB846A4CBE3EDFE409236D278C940AAAB10ABDCD019A1086EB53B764468EA8CA32FDBD4A122C4712779C091D98D24A05120F6B6902C3BFA23E33F5643C0747817442D3FEE3CC7BCBEC15EF8B5705783F347D3B727A6BF64665953411AF2FF1669C7D3D9F288C0FAEF08C6F562D0B8318B3EF764FEA1CB270396AD793E3A4DA80194306359BD81615E874A9F6203FBFD5B21CEF08155CC1D613DC55699C89707946A83238285CCE81719B0FDCB263DD1624D17FCFE3F75E32F4C86A95F28CC37B587B029D70B663A337D04D773B714727C4CA931BF7B9F1DDFFAA969D2ADD101B0B79BAAD81625C294B9B578CE326AD591434B6A2F505421EE80D5501678DD74B160E4A273AC83987C8572A4A3BC5D935345FA2F4F36315A51549973A96FFAFD390F61A0CE005A463FFBA020E5A997B2CCD98FA6E97F20F151498AEFD7DB8145BE70
Len = 13577
Msg = 5CB64F9C20A3C7A04226A76CA6A34D2CB96C1662AFB86F3B9740B356D9AA1678E70303A2959B9FCF345DC027BBB1DDA316519705CFFAC6C8C29B16EAE87E7EC4E432BFE8A8B740B193402393CE49A8571451B4455000763E06273DA08EF3EBBBDFEBBA0ED9900A3847E7C1CF241F6960CB95F1BEBB679719FE1ED731B218CAF0B4AC82436EEB963DC762DF8B6776B81DFEE867155568DD90B6A9978DD20337C26D3D2DD33B9D0A41038F3BD23E19AB7D10CD27B18BAFF51867E10BAF7DC3FD82116F0F781F8F8F3EE4DA36E1907D1F8F17B08F71C6B336D788BC0B874E51A005A0900CE83EB0F6FD90B72CD08C674C146A277B8FA270944D445BFBF747776269C6A8951F98B74FF461D204B06B071E1CE92890A596DE9D4858489289BED11773B279ECE1C2FB9CFA7C7834ED701693368308DD158E3847D4245FC603EE6048CEECD915FBD38130929A59C13496ACE98C1EB8B01CCCF4293599092F8D69540395F149B7DE157557D71C189F9411B9067049F87E0FAF865DEF0F9CF56F00802C236EFF8269435EB93D44BC0DC203AD79C6321F3583DE614BFF8281AA3B3CBE1EB2BBAB66649B104EEF7739267F3AB97CEBF921D595DA443BE80F9911AB5BF96384F9785ECEE4BC7EB3A2FE5A7ED931E7F847DF75953478E76169AFB7F32AD4E6FBEC1A046AC5C72F8E3B1BFC94E6252DEA4DF75C63E65232ADDB14A21D022617723A68676408767F44EAB2A5AE0C3718DE187FAA91513C48D9E65091ADF008357FFE6BE4E1DA18D08F618771AE97636B61A6BE53AD207CBD8D8014999A500863A49B98CA79F1715E13C0BBE2AA923B5906F4B3E31727C337AA220231D6297550A8B406F54B340410037DF366D935AA7095DB5DCBEC708655EF22D0CCC957B1A9E6929956899A9F8A887AFF9E493B9745F36551C237407A5FA4CF7FDB7F6B9015CBEDCC8A460BEF8F1A2D2E0E8FF1E93E998D82C8371B61A2BB1503DB913D5D8A2B3BB6FE9F6551F24AC00649A8F4585D2ED4C2277782E54C52AAEE405612E0CED80C015F864AA31077A48E0CA06204F8DF7115FF6C07E14F99A33A793A40DA0BD5FE341B93A6B260A22AE273E87E0249A889729AB0145CB12D96B795BF90CE566F9248515E3430C4035DC1B409A898CE13E7FDE1781A3816B7487CF52C12915D6800990F365CEC5237DA35F924FDF0D3E2F8ACB75CAFA076D7BD4F8CEC730F3DB07C94FCA79FF8A144BE9B71AF617759E2C4E150F7E4712BD2F97113A4955E06BD384DBBBB4735B4935B2F856BEA5591237E54FF932074E6A33734059A6314D1C7BD2200836FC457B913BA433754A3205C0560DA066E72EB6BC8264C1D817479545FDEB7AA2CCADFA380BF515253BBDECEAB4A038EB7CA775FB3A55C87B671875D58F19088EE4DCE8A4EB53367100B7D3B02D144EAC7B12A8E390626EB4CE8195F70521C439EEC16E3EEB35D80CA4BE72DF793C2D805DA08866BA3000C83D24854B685F690AD69C428FE0E47D6C5422EE1B153B69162D24BDF6DED7E6CCC12A951065E47A96534381C553A1D6A7F8D42B03DC9F171D488E8EDFCD8C34CE840A06EE9F3088944BC526C066520531AD863E6A272C18BBEC04AC0F1CA9B27C841FF1DCC0AD7746724B118C9EA2F0EECB952D7E52BD425F42FE9BA397B63D9C33ACB1973F4428F415E5F3E95EF4CD02F1752026A69E302A7625852A81CFCBAA82B186501DC7E8B88A5D994FCA305BD4E3C72F0BCFDA3D71D58214F7CE73E1CF4D92FF0186F4296D874BF158E10D31CB7DAACF02100C1C7E41F5585A58EDD6F0D508A751A5C8FB316C41FCA22A89E15DB50BD43F8B9FAE942B9252823F2A16603F9B1EF1E302C18C9A112EF9135DF79D1F8D315B298919F6C9BED36F09FC883CDE9693C4646686D7E821966B3E94F3966A9D1A6FB3E8BC49AF026A696ACB09A8DA32CA656279899AFB5C2F4EB01FD3ECD8D6EAE436E7BA9C1857C2E2D511370B76C189C1545585152567BD1F4551B58C24C6CFC25BCD1153E74A7E53D6682F6EA34F22ACAC556DF55E00AC86A8998E03162C486903B735585CE86413B42EE98A0E8DC2FF6690743BB2A7C43C8E7A6D84A7E5265FE198CD47B91DD2AF2C840287232A63247295BF31EF9D045D357E5A045E1DC91F40ECB19DC5C203A9CF3A9A3E5447678A3639592D95912BEFB9EA265F488E2854BE90141FAB0141CB413D4CCBC370A05B95392B3B40053DE6D281D4E6A1B394894BEE9D2549E48EBF1BCC68FDD55BF3203CBF8A9241A498A8C5052CEE910725E3769378849B19D5DE2343BB84DFD5005AB62241688CC70C58E564F9EC4FF1D659DD52F39493FB163AB8FB210B5482C5C8CCAF64CD15B3D12F58A8CD8082516E47BA51D9001CF691DF9AB6CDA93C5F1BD1280
Squeezed = C1F7E42912CA249EDDEFE809A466943788A22145EA884AF28ED3AAD4E24E94059A9BA68DC9EE65DFFFEB566583C48507576BA4B29163F8258A27E7E4DD804193BF46006E70C36DFFB309E3AAC2AEAF03279446B6C1CF3EA5DAD6E1DEC96D02DFF14457194E4DBB1FE996456B46DC81A518B4BC37143BA636197F0E210D9FCEE05BE2BAF97CBCC5D95975CA10FA5A018750DF0702DC1961A80214BD746F02DB39B96DCBC6ADBB52F62CDCE68747846BABD4115645B32BBC16FA15F12DD769210402A167D5425F180C89D4D9A6BDB84A5EFC4E0BBA5A783718C15A3651CAE5061B92BA9E047AECC13B7FB2D8B4A1DE8A776E43C4E404EFE15D592E14F1D8267F1E842888718F96423BE11E56FE8ACA15DAF79D9BDDAFC9C4739F2EC3E2F00C1CBF8B9E7B9C8FFD797EB55346C497BA35177F08278B05DB2446CA3F52B3D7B436F1B0A03B53C281170DBD1219110FAFBB3840690B675CCB15139C0AF4275F48D1C4D708D4B2EEB7BEA1022CFE99A160B853D8956018C780560DD52258E065E879083FCD75DA33A642551C76EB61326BE60E67583CE7556063DDF1E2E4D308AF4F123689B220AB170A1199D432D191EFDC1FB6CF03AE4E25C689EAC5D26A1BB8A997671D94A06A9BF0B0CA6EA3FF88A6C7467C3EA64B4C6F646B3017F08D3B878847F0C2E55186D13A40BCDBDAA8A8B02B6A31CEC01EC986DB3FB0B9184E5A08C486
Len = 13640
Msg = A8B748DD6959FA8770AD6673B8E70E35748DFD0C3BDEDAAA467CE4E502EB866D732683CB64E78C523208CB67DD9A6F3D3247F5B413B1025A33B28C63B42802CF6D7426DB5C7A265FD820610A14453C2800B1F5D77671B15BC792C0B0DD64AAD3532721FDA0AD87AD7A57D199DCF5B2FF0CC84A7F744EA7369E6F4D8F0F77DAAA7DA0A8255E32C473D981FDD4E9C855282BA0D58897EF2329655DFAF87537CFFC25A22AA0874EE8B54A370390601A5492E7634FEF8E24ABE3203550EE8788926F1BCB8B0DF70A0630357D991BB8F45DF6A03A17C000E97840FECEADF945165CAC4941CF363DB49891C86A54FA81B486A563492AA01F769A01BBFC7E8697B12B28CD1FCF608B0DA5EC7F5B65369364CB752C83D6891B7D870D52B3B65C3696043474F91A0345CCB7AF34CD5B308B1DBF2332099F671A8CF4D809E4605628B10B275FC5BAD4CAF299BB5801124BC86359AC83B33BD84DCF6D6DB41917A9A217CC682AEC1859A427A32BC1B11FFEEF825DF451C7CDC033E9148779F753CB4C05674EDE8EDCEAC80CD23DF372464F039000FA3AA47D5A99E14894CAA2FF5B90057D3F411B1459168A85C284D5C2814811BAA7700E5ED96E4517464FF1757811BF3691CE33D02445980BCC40E24E1F9DC6F9DF45342CA4E14E013C1FA06676D582555ED55D069FD2DB267C92DB577A556E6103E69D1D73335183E26ED88A5EFD87EBDDCAA5927B97F094209DBC7FB337DC0F7C98A975A74169600F3F1A1C7433ECFC74B319BA3DD8EF69FD1CC6CE83D1B4A0124969F6CD24B7E3D3418A80C735B4F7ADD091882673F01FF20E38461A2B389DCA81E5E6CA2213AF194895139CDB02130C1FE043E58783C130C36BB88A9AF656E406DCA114E96F2FC9F00EAAF5CA9911708A4A2E6CFEDA2503C49B644DD2562637134CFA33C50C62199E99A8A2ECCCFCC3C6A1FA62BC1AD9701B7C9CE14824451059414ED52AD36A69B3E0A4FB543F40099C437E89FB12F6AED816C9AF7778D91ADC6218A113AD9C9C0CAA4E602806C4339EB456DA4C092180FC8A91FB9FE305C95CC4AE5CCB06DDC64F4127906BE28F7014A9EE2EF9F9F075982F7273B1469DF14BB92CF29BBDB487B8DDF37F5E10DA60C70293448B7E8C5D92148FB466A28A16F2EA8A3FB12C8E8678BF4D139AA2DB2F171122E59705EA3409FDB324FCAF27909A66ED1CDE7B92B949E9073ADE4408E9D5537D3B1436853A0294B77564B70B1E43AB13327D617E86971D009C7DC1BE0337B185701A0521DAF4940BF5A151C6D2EFD077A3048EB7B37ACEA084E3A3ACEB4F2F44E4B42E9112FE6727F5B65AFDF28252F341DABC9FC8C8D5DD2FA6F263F95C00665854217E915D842CCB2F33310124E5B5792BF0863E2C1084DFA511387AEB1AC404D32ADB5C0306EFEC84688A956C7041C724E8741EF49DE2772FC3E174E02F81B7D970E5012913DCCD2CB0925CE51D725E8900BA589A970F19B558CDC57B30A7DB60FEC91AD0005B0DEFC05DFAAA2613095F53A478459B4E89170FCBB57F60B2801EF87F0665235C004B8F61A166DD5885DA1B04768C08F9EEDEAB78A1D7BB49294FFCD134522076C3E0B0A2A8FBCAE3D001F4E1DF0DE1669E533F4C9D95CC2AE0C42B67A628D0871B83CC599A8AC4828FDA49EC2F9C057CC995E79EE5FC51905BBEDC756A7486E79537B559B49EA57E87406C20EF94FA73025FE16AB588591D8E89C79C3F914F97AB1542DC6F86435F132405FF49463F6B836F8351BE8C1E21DD14B619B5193BCD04470EDC4B863174E4F1B20EDA5C3DE3253241D61CC17F4FE1DD6AB0A7CD102258F6366402B44DA9D7C415ABEA13411A89E77906DED43075135787820692A3785D09948C5E063551F51A0B8FE7BA9A070A6E0648B07C9CB99BEA7593393692EA6A365D0B2576AA030BB4CD288C42500C4297CB073B0F7370DFB7AADBD8569E51ED6A9E74AB58E647879F7A537DD1B3E4816AE90F6332A219439ABA6C9D7722A30C932A2542F257111450FC270971D2E6C1B9EBB34B786D215A01E89D536558D904422D8E5A5B3E2B2C54DA191B947C48EE0ED296355BE52ED192DA910CD47D8B4FE7A29A23BA2FA23B8C6CBF4CA572B9A72EA9688CA0DFB2F74AE6D78C2D96748E587D2D1F5D3C99AB0D98DF949456E067AA02B3B43D2916F051D636F28FCF971950E9D9C1C0C94B894EEE76E9AE942283B516C0E4A10527D0F120E15CAEDD19546ACBF1AB85CABA764C74DEC2AD190570D7D44B5DD637974E8BA26B60F0A408B7C56DB73395C1F1E7606016B661119CA4689B12AF8F608A1810703CB489BEAA12CD72CF37BE43FFCF2F7F8C21A8311A527831BFE5B7CF5E9839BA138187BABD9ADCA84C35B9AAFABA6BCF7ED0D22DA87FB6EB8145591C9B3652A4EAC256
Squeezed = A2AA4B0D8CC186C64DD5B39A41862A211B630C3A318426B445EFA719524D959CF2B2789A2C429E2CF407F06D533C6611F51EBFFFF0F6E1D7E5FB2FBBE0D8AF4DF49AFAB8CF3978A38C8E0E8B6B51134518623B645163BC77CB1D62058563117BCFA9E97B06E5FF5A4172BB7FD0076E8EBF8A3E4E05CD0D75A015C6002B562C3735ABB13499AEA43C200CEE66FF4391B4E71A41B78AA67945B34590AB30AC4E0F88F16A83FBCB0047B9FB14AD7F42D2CEB805242E1DCCDA07AB2F6B230F1200F0AEF8711DB14F7B7281A9FEAAE0BFE6F8AC9C4698B5A1454020F901F875B60A42C9C9C427F90429DEDEFF6FF448F4CFB68B8A6DF1710EAC5F6D3065372E089A954538A852288CEEA9DE211F96A9E87BBCFEFA6D24F280F74D2EAE8631E6504462508D9904AE828EB4E807C543055C713F1214E322667139AD6823C8615F1E662D051763E753AB74EA6E3278C2261F9036E549615235DC6C241616EA9F1080495C26C37587CC97A08F1FBB67ABCCBE20C9378052F4CD96FA1E5B83BDFB408C566294B42D3D8C2ADA4A9996779E18ECE04E58FA8EFB426C42E760A33F0911AE45FB7C4F14860927FE418970C6077FD20E4044052C7C8E6D219B84E2C8ADF087E49619E41EDC452464005B90D9C94C5875D2EC07A84BE5FE28A06C8486B40308FED111919DF068A9344CAA6D91F4DAACA6A170639832B74D1EC923BAF8E6722DABA4
Len = 13703
Msg = 6002D85E9C6C2383550947622F5F350141C09F9AFBFC103C2AA6C788C663022DE6B0A6642893E731675F545E9980BC4439F29427BAC2FFB7A75781B66D6F6C78F2BE70211EE0CA92CF0DB06E103CE4C99665797990EAE013174BD05FCC54158A5635188613E3AA726F2B0F97D1FE14538CE090DF8DCF9B1A5E6956431E57C8608C3A2C045DC78AEB4D6DDB8F04E20602C849833F9C2F7FB0A04CC5BD648379077541DA73BF7D6E245DB921997CEAA70B72A29EC1CA8198002DE1C6C747D48F4E4BA842C1CCA512C073A66E425BE3B7B3C86B1690866B03479B25FB5CF0AB5FED95BA6318D37CCA26615C3B80C06997DCCBFB2667500954625F8B27BA89A20C81F20F715F19BA58D86E057CFA97F2B69F4A34A14BEF9339F688ED415E01CAD4C48827B3FB68680A1263C070BC760F64B278C0A4D519E853CB2C0D9C5A7529BAC55221A4752EF752E9CC1923565AEFA58EA6CE2BD75406C31291E822E49241DD0827EA6BE24333CADA91374B2A8926594C7F8C5A37CF7DD8948BA3EF19641AF99820083868E3FAF1CDD52CAEC63BFBA13E5DB7BA7EB020CB688CFC3068D6827A8594E39124BA4DE25D13FFA82D464089C1FD4E2742BA87514F023D1BCE22BBFEDDA637D17BE467E86BDFE8ACF21B130A1397C4D221847C659EAF360350E2660BEDCABCBC9BED0B3030AB7DC1C8F3B923A88620CB2CB92103882D60CBB4C4D466D5891E9C456B7F10C10A14B78505421691E467EF1EF16F789D3DD1DC22C7AE286422EA1D987D04DCBE518D78B543B9B354C1BA190042AFE2069F91A1A17DCAC918274C6583AC6AE07E02071C7376A0E47AB30001A6C048BE1A84100588D28EC5CB24CD85490AF092371F6808305C0083C5F42094DA1136E02D6A27770371298BC2C19B7DEFE40910C27FAF0CFA449156A6FA0E8E4C578868D1D88A6B3E5BEAC8537152D57FA81308DEF7FF1A7FCDE7D6072C5B6021FD8FF9BCB0C427FDA9C6A22BC718F019AB76005715BFE4516796A67DECE1DA402B138DC199F0D35DD86E9C376A5708B1E6906A68943150DAF6F6BA20AE79EA8816965F683D318885CCB2E60ADBEE28D38716085B0313876E1263223C852BB26F5303497007051A694BA921CE8A85CA481D4D1361DFE4B2E568274F0FB67157AC5CFFF9B6A1507DE88B4B9F85CFF03ECBF341BB4BB435CD92E1DA013056201ED02F26380093F6E49DD04D6A69952A1B37FE1DA69B862C2F699576929B6B7DEB0F828608FF485304C2BEAC718DA943D8629DDE2DECDF08C107F32A9719AC66C5D80E2704F20BF0BD8E69BBBF1AD9FEEDEF896AB781D9EC534F5D00EF921BC842E79560FD018F1E34F31DE01F0EF59C2B63C779A38352748C3F8E5D56BF188F37BD41F881F85D57F1F37B9F4C28A6373C6EBCA916B8535F20BBE446A36A33616847B6DE24ACB59F5A6F52B107D6DCB3CCEC82298153482AD5BFCA606DB5488E4285116917173E3495E659BEC1716C8C26ECBD4A8EF79B67FE4D22BEA9A490A7F8C649B878733F9E10F372B1F918B3FFAD3789D89FCD5ED68537ABA81B09EFD67D412F147BA604DD54D20F49CD2251F33DAFC4A7EEF24EA5514A3ACFFA173DF8FFF63FC990CCCC0455BC2EBB8FB97EBA10F6D61D7085A2FA19D634A278194FC65DF4205B434FF0C54E7BF3F8BB8FC4F4E47B12B85CA765135B8C7AE249B2B5AA846E7EADC81C76CCCECF2823076835EFB768956740CC4D8D28A1BDB7479B5A4C52B9A33D0BC23161ED2589987C5E7B3542B4AE95B455E993DF0C683DAAB0799FA6E612BDD80383F35C385790033FBC65BA4E152AEF52436023043C9A8A950C1C9D608EEED9FC920BCACAB738853F0EC14039F9E19B637BB08E58D9A14E56EAEE00E77AA9CEC497CB4835BECE29C5255D46ADFFFE99EEE59B5440A9B219FA45A21785BB31A41E7426576BB0FC7B21E500A45979189EE6B6F6174F929AD4BB32C6C689BF3E5475F05FB658A85124C8E5053F4304BC448124F23235D09847345A8BE5BCE39EED2B68B17C038B59792D72DC2785CB723DE475710B162CF6D42BA09663448F69CF108A91EE5C85018F921BEFB86BF5E980A5C1E8426DADFF9B5392FB6E6364D9DC56A7F5C8C3CF338796CBD0405F2BD0DAD8C7CCB95ACFF0A9ED33BBBB016081AC92C93A4E116DD03C476BDC0F32676C62C33F10C1D30A5335FA1EC14589D98642C6D1E7A5DF42585E18FA74C75874BCB5FDA95C4435E863954AFDA89653FCE06D387B6E63686BCD20084070FDC2DA5CB10AC0096684DA8D2B82AF6433A27016CFDCBAE6FCCC5D79BA72ED41C001ECA4122069F102207D183FBA8D2360D5EC4AADF18D3CA77564831CE3C53D3845DA762319F1BC98896B844E233421A11334E4B0AF228E735D2BBEEB6AF797A9D27F6FE30F0CE23008EBC4D2BDE0
Squeezed = AD1A674A1A7B7DF6FF5E9BA1CEB04F98F23A4481F426DEC9B975C2571F39F199A6B5225621D943FB64D9660D91B23CAED7B3377D892C9856A32D924C2C4411FFA7D7436C631F600695B6C759454E641230235E3A61C149D38CB496CBCF849E66A18C762FFF0D1613B3711A673DE31D4A2886EB5A41875CDC45AF9159DFB12CB783830AE6ACFB24AFADE65A23AF530114E9127EBE99F5D9E32CB0F10675ECDF430F149650017446D56DB6F508040D42D6BF6AA11139742C869255B37D0FC25F966E40C666EAAEEFFF9E93D10363A6166AD7A577E0064D38EA3B6232DD9BD6A1DA73567D432BC435DAEF65AFFCCCE1BDC517B50C938B47839E5D9885E47E0ADFAD326B966AE2B8C5C5FCDFE44BC5C5FC43695A99C247ED49E19B430AED605DA82BC56F3451FC0A917E730EE3CA0879367BD7E11F328AF2745404960EDBAE4BB678A31FDCAC38C9E679B03DE99ABDE5D7832A35310B3DDD08C38CBC789B8A079793C55CABF5E4B62F82BF004CE1B8B04103B62B2FEC1D007F5DFFB6FB3FB53C3B7AAC4219C415D2FA1A902449E1C409F3DE3120C36388D346AFDF9FF4D4F2A1DDADDB7DEAA956569DE3994C0C5ED11B0621F8F1CCD8C436693E23414196EB9600C64A92355A7204858606B98543DE352044197251F248CED2BD31BD680A4CBE279EFB15E7D6B1D69BE5E5AAA6E85F1A299116CD6B88E00A8C4F3290DF1AF1DAA0AC
Len = 13766
Msg = DBDFA271A771AE0827AD04BDEEE475E357266F170F6304760160EB3D73ABEE0E3CC0C66781D72957D52A58F81A85B4C3ABA2D68F02B0AD2A8462D9BB03F214255A7D4FDD9B45C83873CCA3D1FEF35995F45FCCE933207F438FA967A2DFC00713EAA4942C3DD67605DF749B8CF30739D2373BAF7DE7CEDC48561A4CE6C7735806D4D3E556511A4B071A86E9F31D99E887A2D3A474FCDE54C8407C8B6584AEE3C3AE2B9E60464D5E3DFAC67BE8A00512DF48222799B1D87505363D486D6E8AB9567C7BAF1D32186CD9E62A466A7F03A2BE66FFC1D49406511D413AB7FE409E688E4A165F99AEE5259C9892D93120EE03BB94651C894E3F99696E317E9B46727674AE1DF624B6D68DF9F624473864FD166942CDF1C166F00E43533EDCB7A433CFAB2B2613F24E1EA61388D8FDA4BCAEB5989221A696D305991B47C9CB7D70F3B369437D2016B686A5A83D8FBBF4D67288C7B632BB61C6F8D2E91BB63A70EFF4DDB61903C22D620AAF9426B8C639C158E756272D218CD0E5EB04F157A910B1F1B1973741F296A9B8658F58400A2852CA501D12D29BBC3DCB43AB4AD1A478E550CD0516D8C6E392B4E77DDCEC0265A1672EE81076DC586A1F0CEA4B5BBEC686B240111FA6F3F33018BB14EDDA47F79BBF370278A66D3F2AFB0D2D228C34CDE494259D5B420771785D37F2755612FD0F99D79381E02635B3ECE07DEDB75339A7AE7F6EDEE9014DE276B1623E21595A5F2CFCD67C71792CDA6659A48B89C1F2A963404BD795E0197E49E66E148C7C4A92C5C0C2844B09358AEA59C974DD7C912A512E4527E828E85094E069F02CAC747E7CEC49BA7A5BC235EE94348BE6005E8BC118FCE5B2B59A94EF1E42F32524C8102B369D993525E59D3FAA4B2D6EB0EFEDB403DEC95571B53922DC286E4759CDE97C18BDA7137891071CB620D04B2871FEE17AD624EAABABBBDD0536A78A9EFFB2EECC9B3D053621536A5C6E7AB3456A29D874C1E429867BE7AC3F381B3E024D1249872A4D7CD5ED18C9EED612B70B07A473D2CADCE20D5B2D4F50C3C6E5EBF1E3B92F76B869EE782C769C8C406E4BF32C2834D33066AB80200FFED5C2493199A52D65BAE5F646CA9A9E7AAFC702F3858BFBDD134CF092234B4CF28F696FAE3222EB437576E0919734778685280897522C7804BC753CABA4E8AD3EC3D6F8D71F9A6C91B05C72E96F718E76AD39B1DCFC9C6EA2D0D49A7AB6AD62ACE65A08665E661BA4F06D9B52BA573A0038E9F674AE5D0612C1870EA424E91EDAB0FD34FCE706BAB0B90C2AE0BC547079E24F0473C450F7FCBED8C4AB8B64FB1009FEFC8195A1329B6C927A89B951E9C5CA7D1E7998AACBD59B2D7C3EECB69F0F8B376C153E3E42B21EF1C71905C810BAFFC6FD169340B65C8D8E1A4DC2E6D25CF543D57C33A166D4A27EC3FC03BDB72CD2BED0CDA850CB9F59D764B7CF95F088729BBAAAD43FF78D1C29C51FCBBC77651A11425C3416B08649C2DE1ABB8B08746F8BDD7EFFEB4A1801F235BF3E33F873BAE60177838466AF670E18C1BBD092B9FD3F1854510FB0D95F77B11DE014C19D0AE84823CECAD1AE7C661EF741FE123FB37DC40027348FBDFE45FBC3E6A9A556594BF575E28623C8BD59D5150738F5639B1C42DF179C8D26294915F5845D89808F7C48399BCDB71FDD47316CB53AF11104F4D4B984911B41D5FD8328EC81AF2AA672F30E87B7B103573EC7080F1EBAE1F80BB1CF8BCC126282649D559FFC2F36BCB4B6795B8F03EC90DE5FC0DFC14658841F09A90D08A8ACFA75C7B92AB48892C49B1359E1746D82A0BB51E7D1A41308AE212231E758662AC180A17257460FE3426E73E3E43E2CAFADF06A9E2F5CFE57F751D230EE3D98182E7C7D3B08B9D63150275B29D233B76FB4A1ED3C6264266569B60975EC494168345202FDD2073DE9DC829BEB5B5290FF2A232C895997FB6BC689D040D97CA23E13B4475FA14F3162F72C2E41C5D4690AA14A91AA5ACD6DA0D424AC74C8C82288F8E66C59E4422D11A6FB3F6C6CC0D2EEAB0231AD29C8FACB15F54FBF9C98AC658706A81AC463D94B9F6BA30404C0F476D515471BD4DC48114ED61D9E167278D82331E4956DE28E9548263494C12E03D2CDF176D2F7B1D64DB6B3F0CC043C86B0B97123EAAA3EE6685594B8E7F25BD26A31F08162D4F214E9E8A08B6A71163A42C2E6E3D342434B5CD08E8956F8EA851407C8179A62A3B0F76A85B42DA441A40901F29D706D385B4709951EC059E3161C34564C2359575957F00C494474DDE41BBDFBC2D12186689883B0A228E9A5855553422998314508A6470E0B2DBAFD5EBB32222C9DEA8AD123A05A63E6950F72725D76D72E6B1459A4947912054B1603AF445EBA3FA11256D3CA861C8C72797853B58754D86281D027F7FA3A90A01BA0AC926EA49946D995696308
Squeezed = C169F03862DE1DFB6643878049473051C431595715FAE02B1D8543F95FD5BA721BE459EC673F51D9116D19CA2EE19090369A1C60AAE3C25DB7D5F9FB794A63D4EDB3074AA37278DDAE4E7697EB2F9BD63944B56DA4B7EFF75ECA276C68E042004326B788D37E436C5C5EA17450038D263E30934900CC8780BF1A3FEAB5A5AB88294DFAD1C597FF29CF0337D8A6EEA3302551C59CF1C2102584C0E8BC31EA2F4459C833F01AE8703716E0E1064DA0AC1666C1F7EB0F5F63631CD8A678195730DCB85362A27BDA306D673606C4644AD7AB1D8248196F115B2EE3330A3DFF4FCB82931ED7E00FFD5BFDF290B44396EF8F7D1CCE74408A4FDFA477F1B35512850ABD78EBB0BAD8A61722D9EAF335EECC5B0CF22B00FC45C33117E50547010AF1C4C40007836EAF4E047E5CC186AF8049F7EE73CDAC72731C268CCB51ADD1EB3DD040DD4643140C75D5E1FA45F222ACB630EE48726D810B06FB9E29DDEC28E71F81DF8CC19C98A6C2A055DB47097BF6A420477C44295C94748B8623ADC2DDF186A59001AD6980BEEC6E8F6CF786A2BDD3F65ED8B57C536F2587D9F4A1B468A9C03E41FEF52AFA77C799417C15B9A239C76DE54A65A00A5D8D8EA177E16F4FC44B85CBD77C4A85716BE22693E981DA4B62FAD9522B61BEC1F1841983A3E53785550974BDB6D198C4B9CCCD75B68CD3E2FEBB6D7B61D5F21A0FB34BD493CCEC8D3F8982
Len = 13829
